,LossValues
0,0.0608897076287706
1,0.031261317731280415
2,0.027748251633186425
3,0.02725878920006965
4,0.02837517616405551
5,0.031006244011223316
6,0.028223848535812328
7,0.028023090845506107
8,0.027778300307025865
9,0.028779239210832332
10,0.028116729675925205
11,0.030784437000485405
12,0.02869033066755427
13,0.029655837337486446
14,0.028567103718939637
15,0.028153439285233617
16,0.029928238413828825
17,0.029394460442875112
18,0.03068754727220429
19,0.02947736474951463
20,0.029420867944801494
21,0.0292638479731977
22,0.02886199951171875
23,0.029072869519170905
24,0.029504442221618125
25,0.028652430112872804
26,0.029381160990202
27,0.029051387882126228
28,0.02916026862138616
29,0.029196568731484667
30,0.028430360918199376
31,0.0283302083844319
32,0.02856623728959156
33,0.02763839704649789
34,0.027842597786470184
35,0.027811834305923964
36,0.027562451964643384
37,0.0278774265732084
38,0.02776753651310823
39,0.027934064706122235
40,0.027227102130252336
41,0.027146549546159804
42,0.027208800194785
43,0.02688739653344133
44,0.027054319424288615
45,0.02713277380514358
46,0.02682689532438027
47,0.027255963983147273
48,0.026798863030437912
49,0.026567948100689267
50,0.026989863004668484
51,0.027109411195851862
52,0.026949995845955397
53,0.02704280604874449
54,0.026512518774585
55,0.026783218440998877
56,0.026677889400161803
57,0.026622033029395555
58,0.02631725951297475
59,0.02635613168656294
60,0.025837553016442274
61,0.026286616189671413
62,0.026826903539975838
63,0.02636132903197514
64,0.026219277127113725
65,0.02621801767963916
66,0.02619027451146394
67,0.026275508987185146
68,0.026054578434143747
69,0.02610191227202969
70,0.026669761082822725
71,0.02633114147465676
72,0.026244697610049376
73,0.02599267300684005
74,0.026047115413738147
75,0.02593145161933665
76,0.02568327045134668
77,0.025720232016673044
78,0.026215726576213325
79,0.02576794969250581
80,0.02582887205893972
81,0.026143204387543455
82,0.025836133531161716
83,0.025811789241353317
84,0.025707235942328616
85,0.02566014384917383
86,0.026008880747083043
87,0.025731478036115214
88,0.025720879418908486
89,0.02550224828467305
90,0.025686658902226815
91,0.025754518690519035
92,0.025471235725230405
93,0.02567542648674654
94,0.02578046769901578
95,0.025549354780066227
96,0.025668595817738345
97,0.025503231861096407
98,0.025556752491476282
99,0.02569189083962036
100,0.025433967555207864
101,0.025413258766223277
102,0.025403663649090698
103,0.025143502047285438
104,0.025330173949311887
105,0.025045292219147086
106,0.025591921543569436
107,0.025650625466369092
108,0.02512025011570326
109,0.025490376399829984
110,0.02536171631488417
111,0.02567796271094786
112,0.025369789551145265
113,0.02513351584119456
114,0.024932554490598186
115,0.024830840062350035
116,0.02535917325544038
117,0.025433349955294813
118,0.025158133391024812
119,0.02492228662595153
120,0.025292643146323308
121,0.025134845221016024
122,0.024961923365481198
123,0.024888026428275874
124,0.025185398241904165
125,0.02503273792431823
126,0.024588540828387653
127,0.02477337291929871
128,0.024625286825799515
129,0.02490770261335586
130,0.024837622951184
131,0.02469062918264951
132,0.024769829952024987
133,0.024557532875665596
134,0.024533642289627875
135,0.024517398992819444
136,0.024660679079326137
137,0.024876327819323966
138,0.024707661209894077
139,0.024739842529275587
140,0.02459912612435541
141,0.02453846258244344
142,0.02481599389908037
143,0.024438864800945988
144,0.02476127929652908
145,0.024333796497168287
146,0.024873292239915048
147,0.02463735403892185
148,0.02454703359398991
149,0.02441893657669425
150,0.02447635096697403
151,0.024633796187117696
152,0.024823411600664258
153,0.024359768090237464
154,0.02440389054494777
155,0.024383152818440328
156,0.02432805750452514
157,0.024568285244250938
158,0.024350318824872375
159,0.024402729202327982
160,0.02472893418078976
161,0.02454161994890975
162,0.024497462203726172
163,0.024521910851555213
164,0.024491378472053578
165,0.02444904552040888
166,0.02447954917858754
167,0.023996834227416133
168,0.024644911571938013
169,0.024379056512511203
170,0.024394917667710354
171,0.024353191339676932
172,0.02419253294023552
173,0.024258099862241318
174,0.024488554502438222
175,0.0243682262454448
176,0.02440805413893291
177,0.024349125218577683
178,0.024212107677677914
179,0.024168059612358257
180,0.0245664247777313
181,0.0244489616015926
182,0.02421092930515962
183,0.0240313679512058
184,0.024620618471609696
185,0.02420745780026274
186,0.023879253704633032
187,0.023734739116792167
188,0.023729073648740138
189,0.024244949387918626
190,0.024274620942638388
191,0.02403483578070466
192,0.02384050702676177
193,0.02427871590147593
194,0.024142489186488092
195,0.02382318051864526
196,0.024017053173987994
197,0.024144728102588227
198,0.023577964399009943
199,0.024633171070101007
200,0.023735844912672683
201,0.023477005655877292
202,0.024061058381838456
203,0.024199485795439353
204,0.023988712495858117
205,0.024660676584712098
206,0.02401678152714989
207,0.023713983661894287
208,0.023947499093732665
209,0.02317376624393676
210,0.024420848681724498
211,0.024099908137161816
212,0.024491429328918457
213,0.023818959016352892
214,0.02351000239806516
215,0.02415972056665591
216,0.02344341596056308
217,0.023873573734558055
218,0.02362962963525206
219,0.023722592974081635
220,0.02353670950313764
221,0.024308730881395086
222,0.023697599036885158
223,0.023429818567819893
224,0.023829787903066193
225,0.023642839331712042
226,0.023952162259125283
227,0.023874440147275373
228,0.023217182490043342
229,0.023302439766536866
230,0.024112561002506742
231,0.024084170615034445
232,0.023715801653452218
233,0.023399707645044794
234,0.02390429108137531
235,0.024057452766490833
236,0.02310298744123429
237,0.02329349798882114
238,0.1894123044995857
239,0.042645440387007384
240,0.03429837649621602
241,0.030921255271615728
242,0.030782617312589928
243,0.035070740734227
244,0.02655591518019459
245,0.031283223951634555
246,0.02855839951163424
247,0.02705682469864509
248,0.029742301458359828
249,0.028451326419599354
250,0.030762508062512746
251,0.026216321142523417
252,0.02849838137626648
253,0.027256631442079588
254,0.02696042910351285
255,0.027669771857160543
256,0.030993351097484783
257,0.02753693224596126
258,0.030379913564372276
259,0.02693392993283591
260,0.02746353127128844
261,0.030177146911488047
262,0.02832095662597567
263,0.02874167243550931
264,0.029936487121241435
265,0.026922822746980404
266,0.026896464272535274
