,RunNumber,Staves,Rows,PedestalValue
0,302935,1A,M1B,0.4351497410493132
1,302935,1A,M1T,0.43976581850934476
2,302935,1A,M2B,0.516099977482549
3,302935,1A,M2T,0.46160774600315246
4,302935,1A,M3B,0.7160549425804998
5,302935,1A,M3T,0.5561810403062374
6,302935,1A,M4B,0.487953163701869
7,302935,1A,M4T,0.5852285521278991
8,302935,1A,S1B,0.5105832019815357
9,302935,1A,S1T,0.565976131501914
10,302935,1A,S2B,0.4200630488628687
11,302935,1A,S2T,0.4447196577347444
12,302935,1A,S3B,0.41409592434136455
13,302935,1A,S3T,0.6014411168655708
14,302935,1A,S4B,0.42152668317946407
15,302935,1A,S4T,0.47782031074082415
16,302935,1C,M1B,0.46577347444269307
17,302935,1C,M1T,0.45654131952263005
18,302935,1C,M2B,0.5460481873451926
19,302935,1C,M2T,0.474667867597388
20,302935,1C,M3B,0.45597838324701645
21,302935,1C,M3T,0.5282594010358027
22,302935,1C,M4B,0.4757937401486152
23,302935,1C,M4T,0.5455978383247017
24,302935,1C,S1B,0.5174510245440216
25,302935,1C,S1T,0.572393605043909
26,302935,1C,S2B,0.427606394956091
27,302935,1C,S2T,0.39608196352172936
28,302935,1C,S3B,0.48750281468137807
29,302935,1C,S3T,0.4672371087592885
30,302935,1C,S4B,0.48232380094573296
31,302935,1C,S4T,0.489529385273587
32,302935,2A,M1B,0.5508894393154695
33,302935,2A,M1T,0.47455528034226524
34,302935,2A,M2B,0.47556856563836974
35,302935,2A,M2T,0.5149741049313218
36,302935,2A,M3B,0.6212564737671695
37,302935,2A,M3T,0.5302859716280117
38,302935,2A,M4B,0.436838549876154
39,302935,2A,M4T,0.4809727538842603
40,302935,2A,S1B,0.4298581400585454
41,302935,2A,S1T,0.48750281468137807
42,302935,2A,S2B,0.3891015537041207
43,302935,2A,S2T,0.5444719657734745
44,302935,2A,S3B,0.6210312992569241
45,302935,2A,S3T,0.6660662013060121
46,302935,2A,S4B,0.6660662013060121
47,302935,2A,S4T,0.6660662013060121
48,302935,2C,M1B,0.45260076559333484
49,302935,2C,M1T,0.41398333708624185
50,302935,2C,M2B,0.4764692636793515
51,302935,2C,M2T,0.5059671245215042
52,302935,2C,M3B,0.32672821436613375
53,302935,2C,M3T,0.41679801846430986
54,302935,2C,M4B,0.4417923891015537
55,302935,2C,M4T,0.5600090069804098
56,302935,2C,S1B,0.41049313217743755
57,302935,2C,S1T,0.48817833821211437
58,302935,2C,S2B,0.6156271110110336
59,302935,2C,S2T,0.5154244539518127
60,302935,2C,S3B,0.5705922089619455
61,302935,2C,S3T,0.5415446971402837
62,302935,2C,S4B,0.5415446971402837
63,302935,2C,S4T,0.5415446971402837
64,302935,3A,M1B,0.44809727538842603
65,302935,3A,M1T,0.37221346543571265
66,302935,3A,M2B,0.5271335284845755
67,302935,3A,M2T,0.4832244989867147
68,302935,3A,M3B,0.5795991893717631
69,302935,3A,M3T,0.4886286872326053
70,302935,3A,M4B,0.5967124521504166
71,302935,3A,M4T,0.3791938752533213
72,302935,3A,S1B,0.4573294303084891
73,302935,3A,S1T,0.7158297680702544
74,302935,3A,S2B,0.4877279891916235
75,302935,3A,S2T,0.43030848907903624
76,302935,3A,S3B,0.48997973429407793
77,302935,3A,S3T,0.4902049088043234
78,302935,3A,S4B,0.4902049088043234
79,302935,3A,S4T,0.4902049088043234
80,302935,3C,M1B,0.48750281468137807
81,302935,3C,M1T,0.4877279891916235
82,302935,3C,M2B,0.4998874127448773
83,302935,3C,M2T,0.48344967349696016
84,302935,3C,M3B,0.47894618329205135
85,302935,3C,M3T,0.3965323125422202
86,302935,3C,M4B,0.3947309164602567
87,302935,3C,M4T,0.3028597162801171
88,302935,3C,S1B,0.5215041657284395
89,302935,3C,S1T,0.5287097500562936
90,302935,3C,S2B,0.4843503715379419
91,302935,3C,S2T,0.4357126773249268
92,302935,3C,S3B,0.4764692636793515
93,302935,3C,S3T,0.3830218419274938
94,302935,3C,S4B,0.3830218419274938
95,302935,3C,S4T,0.3830218419274938
96,302935,4A,M1B,0.41432109885161
97,302935,4A,M1T,0.4456203557757262
98,302935,4A,M2B,0.4983111911731592
99,302935,4A,M2T,0.4872776401711326
