,RunNumber,Staves,Rows,PedestalValue
0,293530,1A,M1B,0.5793650793650793
1,293530,1A,M1T,0.5436507936507936
2,293530,1A,M2B,0.4267733134920635
3,293530,1A,M2T,0.5593998015873015
4,293530,1A,M3B,0.47829861111111105
5,293530,1A,M3T,0.6272941468253967
6,293530,1A,M4B,0.496031746031746
7,293530,1A,M4T,0.4831349206349206
8,293530,1A,S1B,0.5164310515873015
9,293530,1A,S1T,0.4817088293650793
10,293530,1A,S2B,0.6474144345238095
11,293530,1A,S2T,0.5414186507936507
12,293530,1A,S3B,0.44084821428571425
13,293530,1A,S3T,0.5910218253968254
14,293530,1A,S4B,0.4620535714285714
15,293530,1A,S4T,0.31529017857142855
16,293530,1C,M1B,0.4998139880952381
17,293530,1C,M1T,0.49218749999999994
18,293530,1C,M2B,0.6171875
19,293530,1C,M2T,0.6207837301587301
20,293530,1C,M3B,0.6059647817460317
21,293530,1C,M3T,0.7180679563492063
22,293530,1C,M4B,0.6069568452380952
23,293530,1C,M4T,0.4415302579365079
24,293530,1C,S1B,0.5131758432539683
25,293530,1C,S1T,0.5016121031746031
26,293530,1C,S2B,0.515625
27,293530,1C,S2T,0.5217633928571428
28,293530,1C,S3B,0.5031001984126984
29,293530,1C,S3T,0.701140873015873
30,293530,1C,S4B,0.4487227182539682
31,293530,1C,S4T,0.4208209325396825
32,293530,2A,M1B,0.5776599702380952
33,293530,2A,M1T,0.4844990079365079
34,293530,2A,M2B,0.5570436507936507
35,293530,2A,M2T,0.6843998015873015
36,293530,2A,M3B,0.7566964285714285
37,293530,2A,M3T,1.0
38,293530,2A,M4B,0.49280753968253965
39,293530,2A,M4T,0.412016369047619
40,293530,2A,S1B,0.560484871031746
41,293530,2A,S1T,0.5098896329365079
42,293530,2A,S2B,0.6822296626984127
43,293530,2A,S2T,0.5753348214285714
44,293530,2A,S3B,0.640687003968254
45,293530,2A,S3T,0.6339905753968254
46,293530,2A,S4B,0.6339905753968254
47,293530,2A,S4T,0.6339905753968254
48,293530,2C,M1B,0.47739955357142855
49,293530,2C,M1T,0.5181981646825397
50,293530,2C,M2B,0.5659722222222222
51,293530,2C,M2T,0.6785094246031745
52,293530,2C,M3B,0.7682911706349206
53,293530,2C,M3T,0.9502728174603174
54,293530,2C,M4B,0.5028521825396824
55,293530,2C,M4T,0.3195064484126984
56,293530,2C,S1B,0.505673363095238
57,293530,2C,S1T,0.5093625992063492
58,293530,2C,S2B,0.6157614087301587
59,293530,2C,S2T,0.7524801587301586
60,293530,2C,S3B,0.6877480158730158
61,293530,2C,S3T,0.7424975198412698
62,293530,2C,S4B,0.7424975198412698
63,293530,2C,S4T,0.7424975198412698
64,293530,3A,M1B,0.4717881944444444
65,293530,3A,M1T,0.46230158730158727
66,293530,3A,M2B,0.6506696428571428
67,293530,3A,M2T,0.4905133928571428
68,293530,3A,M3B,0.5901537698412698
69,293530,3A,M3T,0.4746403769841269
70,293530,3A,M4B,0.5406746031746031
71,293530,3A,M4T,0.4255332341269841
72,293530,3A,S1B,0.4495907738095238
73,293530,3A,S1T,0.47135416666666663
74,293530,3A,S2B,0.591641865079365
75,293530,3A,S2T,0.46211557539682535
76,293530,3A,S3B,0.5340401785714285
77,293530,3A,S3T,0.47817460317460314
78,293530,3A,S4B,0.47817460317460314
79,293530,3A,S4T,0.47817460317460314
80,293530,3C,M1B,0.4874131944444444
81,293530,3C,M1T,0.5084325396825397
82,293530,3C,M2B,0.45529513888888884
83,293530,3C,M2T,0.47891865079365076
84,293530,3C,M3B,0.4970238095238095
85,293530,3C,M3T,0.5050223214285714
86,293530,3C,M4B,0.38733878968253965
87,293530,3C,M4T,0.37258184523809523
88,293530,3C,S1B,0.4925595238095238
89,293530,3C,S1T,0.4782366071428571
90,293530,3C,S2B,0.4114583333333333
91,293530,3C,S2T,0.45417906746031744
92,293530,3C,S3B,0.46019345238095233
93,293530,3C,S3T,0.5726066468253967
94,293530,3C,S4B,0.5726066468253967
95,293530,3C,S4T,0.5726066468253967
96,293530,4A,M1B,0.496031746031746
97,293530,4A,M1T,0.48834325396825395
98,293530,4A,M2B,0.579861111111111
99,293530,4A,M2T,0.5241195436507936
100,293530,4A,M3B,0.5143849206349206
101,293530,4A,M3T,0.4703000992063492
102,293530,4A,M4B,0.488219246031746
103,293530,4A,M4T,0.4860491071428571
104,293530,4A,S1B,0.4663938492063492
105,293530,4A,S1T,0.47147817460317454
106,293530,4A,S2B,0.5150669642857142
107,293530,4A,S2T,0.5399305555555555
108,293530,4A,S3B,0.5163070436507936
109,293530,4A,S3T,0.4239831349206349
110,293530,4A,S4B,0.4239831349206349
111,293530,4A,S4T,0.4239831349206349
112,293530,4C,M1B,0.5347222222222222
113,293530,4C,M1T,0.5031001984126984
114,293530,4C,M2B,0.4680679563492063
115,293530,4C,M2T,0.5024181547619048
116,293530,4C,M3B,0.5010540674603174
117,293530,4C,M3T,0.4685639880952381
118,293530,4C,M4B,0.42268105158730157
119,293530,4C,M4T,0.388578869047619
120,293530,4C,S1B,0.5066344246031745
121,293530,4C,S1T,0.5256076388888888
122,293530,4C,S2B,0.4495907738095238
123,293530,4C,S2T,0.45591517857142855
124,293530,4C,S3B,0.4844990079365079
125,293530,4C,S3T,0.45058283730158727
126,293530,4C,S4B,0.45058283730158727
127,293530,4C,S4T,0.45058283730158727
128,293530,5A,M1B,0.47445436507936506
129,293530,5A,M1T,0.5009920634920635
130,293530,5A,M2B,0.5378224206349206
131,293530,5A,M2T,0.5099826388888888
132,293530,5A,M3B,0.5108506944444444
133,293530,5A,M3T,0.46688988095238093
134,293530,5A,M4B,0.5032242063492063
135,293530,5A,M4T,0.5171750992063492
