,LossValues
0,0.1016578080598265
1,0.08927151198232812
2,0.08800348557997495
3,0.08841686271729746
4,0.08786145787286971
5,0.08657757661837552
6,0.08645919512491673
7,0.08656613784842193
8,0.0863857624353841
9,0.08551358158833214
10,0.08589622957099761
11,0.08529283568662192
12,0.0855731436417305
13,0.08550936357849943
14,0.08521919744089246
15,0.0854021554114297
16,0.08482345228549093
17,0.08485557035809117
18,0.08406251061907304
19,0.08418937270263475
20,0.08326328770324055
21,0.08380676232211824
22,0.08397420514042356
23,0.08361345168668777
24,0.08328337919166577
25,0.08355915563047997
26,0.0834718144532027
27,0.0834368241651516
28,0.08326934196520597
29,0.08377839139263545
30,0.08325594919733703
31,0.083333720419822
32,0.08299378165975213
33,0.08382630022242665
34,0.08302019453341407
35,0.08260779794571656
36,0.08310880921115833
37,0.0824439908111734
38,0.08270557113324425
39,0.08313295890444092
40,0.08320207350022558
41,0.08252730905743581
42,0.08298948319030128
43,0.08263270613471312
44,0.0825653392987858
45,0.08252839970269374
46,0.08169729023107461
47,0.08190900315197983
48,0.08140606642700732
49,0.08195227040310524
50,0.08074363109855247
51,0.08091509034524538
52,0.0812605694767886
53,0.07983998580104006
54,0.08120534888335637
55,0.08072689418414873
56,0.08092753855245453
57,0.08011993820712503
58,0.07987633698420334
59,0.07949355118242758
60,0.07823938794899732
61,0.0792707770430882
62,0.07934260494740945
63,0.07883441928840641
64,0.07804544413063143
65,0.07860515441279858
66,0.07825332442631147
67,0.07752414995671383
68,0.08045539436196643
69,0.07897856972912061
70,0.07909367923691336
71,0.0779009115316772
72,0.07800033347614642
73,0.07680433176990066
74,0.07809986481775663
75,0.07697362911754421
76,0.07618421302842242
77,0.07541309944021382
78,0.07600548459283475
79,0.0747512982592785
80,0.07592810568998434
81,0.07413814210199884
82,0.07390207602709
83,0.07323338839757655
84,0.07277760845941625
85,0.07137723474962902
86,0.07307956946481552
87,0.07398564002609678
88,0.07316499941849283
89,0.07160643752597805
90,0.07196164781427276
91,0.07223821388158415
92,0.07281983376014978
93,0.07088001943858606
94,0.07153908489271998
95,0.06901267664839647
96,0.06865658002373363
97,0.06985154400380063
98,0.0693661930937586
99,0.06817932242328036
100,0.06879112182650715
101,0.06739248611432101
102,0.06781366369354405
103,0.06723631705556597
104,0.06653657931435321
105,0.0647214524381395
106,0.06356664590670594
107,0.06420341909064778
108,0.06321462589715209
109,0.06489239884207823
110,0.06472370697052351
111,0.06341824031967137
112,0.06228360498789698
113,0.06214005686342716
114,0.0620250175374427
115,0.06049308882627104
116,0.06155238368748022
117,0.05940362387004176
118,0.05838332210467862
119,0.059260742389597
120,0.05703353733822171
121,0.05770829659221428
122,0.05670303423955504
123,0.05751037812193057
124,0.058268583013809154
125,0.05497418184365545
126,0.05487312991837306
127,0.05494314319054995
128,0.05570093608860459
129,0.053964068996720016
130,0.05390533759990441
131,0.053199747311217446
132,0.05441048360496227
133,0.05222470559445875
134,0.05267185049264559
135,0.052461430563458374
136,0.05251187510189733
137,0.05270768319522696
138,0.052822222035112124
139,0.05150865249535335
140,0.051341751124709845
141,0.05066837732946234
142,0.050495043446842046
143,0.05014877285741802
144,0.05008352373261005
145,0.04807723913940468
146,0.04965217384908881
147,0.04833727383187839
148,0.048416153710734634
149,0.04796849748319281
150,0.04795988482822265
151,0.04633364586957863
152,0.04741968159630362
153,0.04685428773518652
154,0.04747656473357763
155,0.04567193133490426
156,0.04736071979693536
157,0.04582065535110554
158,0.04511581426153758
159,0.045370850462599525
160,0.04448394412507436
161,0.04504179730013545
162,0.04408944738263797
