,LossValues
0,0.10734733584935643
1,0.08851699539393719
2,0.0873813509741532
3,0.08696174952534161
4,0.08752360638962793
5,0.0865084185664143
6,0.08556645988885846
7,0.08515827126601445
8,0.08605928002257965
9,0.08510428740243826
10,0.08496061986910977
11,0.08444360565460686
12,0.08466903261640775
13,0.08478410987715636
14,0.0849196147672566
15,0.08492757120568838
16,0.0844323662874688
17,0.08428231237589248
18,0.08425644487475178
19,0.08439042733516544
20,0.08417801637135978
21,0.08420351308970046
22,0.08448390632734767
23,0.08468162200214076
24,0.0843087602074125
25,0.08505826596436757
26,0.08432084847507733
27,0.08430454627211605
28,0.084797313769481
29,0.08424870069471321
30,0.08444583174839083
31,0.0838317401940003
32,0.08384745468252472
33,0.08387634299495923
34,0.08286406430748425
35,0.08263221848756075
36,0.08369505944262658
37,0.08273826468004179
38,0.08276926774332034
39,0.0828835259391261
40,0.08405353513080627
41,0.08428022373534207
42,0.08656604835830096
43,0.08276168177170413
44,0.08345119462215475
45,0.08232171038564827
46,0.08318225630292934
47,0.08449091562735182
48,0.08151234461859401
49,0.08152385568246245
50,0.08090794189567012
51,0.08138624315948359
52,0.0820662422172193
53,0.08194713101589254
54,0.08530250156763941
55,0.08134006116805333
56,0.08370915234887175
57,0.08230473560148052
58,0.08340849406418524
59,0.083699080045335
60,0.08214466491647597
61,0.0821467573155782
62,0.08356958431457835
63,0.08144576553188797
64,0.08187323562534791
65,0.08369422426247704
66,0.0810833203639569
67,0.08086745969818107
68,0.08219460452840265
69,0.0818206677712234
70,0.08190685472384628
71,0.08103842454563294
72,0.08023478461629045
73,0.08071927041081446
74,0.07915824982670269
75,0.07984954060520977
76,0.079721518376443
77,0.07938903837930411
78,0.07888118861176606
79,0.07828981031863284
80,0.07832907288268741
81,0.0772453900925549
82,0.0786764093209058
83,0.07828941400761583
84,0.07714060354711753
85,0.07789159960313034
86,0.07776076554520321
87,0.0769389371354399
88,0.07613493142915624
89,0.07687481123554919
90,0.07794605275349957
91,0.07661654362787626
92,0.07561658944801561
93,0.07533070897417408
94,0.07387320426226195
95,0.07505057243231152
96,0.0745267871035529
97,0.07257522923672306
98,0.07403576600232295
99,0.07204704710082817
100,0.07297465735713818
101,0.07251902692951262
102,0.07212099637503602
103,0.07284341705963016
104,0.07112203486862459
105,0.07255637695613716
106,0.07234668051491358
107,0.07174646774572986
108,0.07128089974035642
109,0.07079802541660943
110,0.06950541579031519
111,0.0698886604513973
112,0.06949911093605417
113,0.06947915257686484
114,0.06954231124836951
115,0.06787083236434098
116,0.06817361516212779
117,0.06689899391494691
118,0.06811009656770953
119,0.06741410252704684
120,0.0680092132284439
121,0.06439058517571539
122,0.06592647152553711
123,0.06748993217479438
124,0.06602158991154283
125,0.0661752831989101
126,0.06350461571543876
127,0.06348336135436382
128,0.06199389704436596
129,0.06331283622421324
130,0.06409816818112242
131,0.06434376516179847
132,0.06301685978126313
133,0.061374928103759885
134,0.06085837015416473
135,0.061639151186682284
136,0.05955774633080831
137,0.059215683423514874
138,0.05938274005893618
139,0.06087500439025462
140,0.05982399943085121
141,0.0575115227506363
142,0.05575209130932178
143,0.056077751979630976
144,0.056350097010311274
145,0.05566987920818584
146,0.056820900894568434
147,0.05642333136139704
148,0.0551991061573582
149,0.05575606493013246
150,0.055059503514452705
151,0.054488860769197345
152,0.055951116573331613
153,0.05402852919152273
154,0.05327664839569479
155,0.05429416080005467
156,0.05280540610796639
157,0.053192124070067494
158,0.053046306038075794
159,0.05414246360305697
160,0.051746098939994614
161,0.05109360982065222
162,0.0525829327525571
163,0.05288262507279536
164,0.05147403831194554
165,0.05039305793720165
166,0.05209086971756603
167,0.04923627385038084
168,0.048074374050234576
169,0.04968503219008978
170,0.046998527815698514
171,0.04836664543420609
172,0.04866740975662002
173,0.047533378254489174
174,0.04643151014378028
175,0.046367114675896506
176,0.0464127949172897
177,0.047532732548591285
178,0.046321986409436376
179,0.045753857345386804
180,0.047553000772105794
181,0.04525541254718389
182,0.04437476019042411
183,0.04513238160870969
184,0.045908677441600175
185,0.04500499830049064
186,0.04386500400557582
187,0.04408657845176224
188,0.04358010364895953
189,0.04803598178217986
190,0.044514927913301756
191,0.043052881374023855
192,0.042559172791828005
193,0.042990742450846095
194,0.04213134874589741
195,0.041253809667458494
196,0.04066245327703655
197,0.04070956539362669
198,0.04084518600055682
199,0.0416596215467767
200,0.042378486915757616
201,0.04097671473365543
202,0.03962247449505542
203,0.039797699228594344
204,0.04028853609426213
205,0.041156982903235724
206,0.0404122306167015
207,0.03800727051150586
208,0.03889830708171108
209,0.03832931184609022
210,0.04012886241876653
211,0.037340408199400245
212,0.03687388381721186
213,0.037887666474229524
214,0.03925875294953585
215,0.03829322078464819
216,0.03705461336565869
217,0.037493624025955796
218,0.03675931269702103
219,0.036591636416103156
220,0.03644640851832394
221,0.03656135659964223
222,0.036534165539446155
223,0.03540639074552538
224,0.036330315725146126
225,0.03660749671481816
226,0.03683383929144059
227,0.03603904340083578
228,0.0343788751550684
229,0.03500000549580103
230,0.03411609629568245
231,0.03399571812977748
232,0.033418063390334804
233,0.033154619533369054
234,0.03346781978949106
235,0.033650528747654916
236,0.03330203313713095
237,0.032956721319351345
238,0.03335618779861501
239,0.0336558064944776
240,0.03319635301262939
241,0.03260031561200906
242,0.03349387128504792
243,0.033276823931373656
244,0.032653505581298044
245,0.031027704111433456
246,0.033082837654676824
247,0.03128216257651469
248,0.031269818278295655
249,0.03210416980021234
250,0.03211025993472764
251,0.03148986139733877
252,0.030404095779106553
253,0.030686496349517256
254,0.030910169506179436
255,0.029957658677761043
256,0.02886267567685406
257,0.029686715312501683
258,0.029367662059874938
259,0.029161385983960435
260,0.029079920911629285
261,0.0297862358524331
