,RunNumber,Staves,Rows,PedestalValue
0,298595,1A,M1B,0.525332132402612
1,298595,1A,M1T,0.5165503265030399
2,298595,1A,M2B,0.6638144562035577
3,298595,1A,M2T,0.6541319522630038
4,298595,1A,M3B,0.40261202431884713
5,298595,1A,M3T,0.4775951362305787
6,298595,1A,M4B,0.37536590857914887
7,298595,1A,M4T,0.25151992794415673
8,298595,1A,S1B,0.469038504841252
9,298595,1A,S1T,0.4259175861292502
10,298595,1A,S2B,0.5634992118892141
11,298595,1A,S2T,0.5292726863319073
12,298595,1A,S3B,0.3717631164152218
13,298595,1A,S3T,0.49786084215266835
14,298595,1A,S4B,0.2456653906777753
15,298595,1A,S4T,0.5336635892816933
16,298595,1C,M1B,0.47162801170907453
17,298595,1C,M1T,0.42861968025219543
18,298595,1C,M2B,0.2425129475343391
19,298595,1C,M2T,0.6154019365007881
20,298595,1C,M3B,0.6237333933798694
21,298595,1C,M3T,0.6041432109885161
22,298595,1C,M4B,0.662913758162576
23,298595,1C,M4T,0.5692411619004729
24,298595,1C,S1B,0.43593785183517225
25,298595,1C,S1T,0.41792389101553706
26,298595,1C,S2B,0.5904075658635443
27,298595,1C,S2T,0.46397207836072957
28,298595,1C,S3B,0.48750281468137807
29,298595,1C,S3T,0.6313893267282144
30,298595,1C,S4B,0.6620130601215942
31,298595,1C,S4T,0.5392929520378293
32,298595,2A,M1B,0.5097950911956767
33,298595,2A,M1T,0.4264805224048638
34,298595,2A,M2B,0.6924116190047287
35,298595,2A,M2T,0.4913307813555505
36,298595,2A,M3B,0.5798243638820085
37,298595,2A,M3T,0.6696689934699392
38,298595,2A,M4B,0.2607520828642198
39,298595,2A,M4T,0.40081062823688357
40,298595,2A,S1B,0.5190272461157397
41,298595,2A,S1T,0.45946858815582076
42,298595,2A,S2B,0.5613600540418825
43,298595,2A,S2T,0.4816482774149966
44,298595,2A,S3B,0.5374915559558658
45,298595,2A,S3T,0.5777977932897996
46,298595,2A,S4B,0.5777977932897996
47,298595,2A,S4T,0.5777977932897996
48,298595,2C,M1B,0.37029948209862645
49,298595,2C,M1T,0.48468813330331006
50,298595,2C,M2B,0.7827065976131502
51,298595,2C,M2T,0.4832244989867147
52,298595,2C,M3B,0.5750956991668543
53,298595,2C,M3T,0.49223147939653233
54,298595,2C,M4B,0.6705696915109209
